"ID","Trial","Sex","Light","Age","Entry_latency_new","EntryZone_freq_new","Goal.Box_feq_new","Goal.Box_latency_new","Hole_errors","Q1","Q2","Q3","Q4","DistanceMoved_cm","Group","Group_Age_Light","Group_Age_Sex","Age_new","Group_Sex_Light","Sex_new","Light_new"
78,2,2,1,2,25.6,5,0,0,4,21.9923,18.0843,19.0038,31.8774,1168.46,"Old_Female_CTR","Old_CTR","Old_Female","Old","Female_CTR","Female","CTR"
78,3,2,1,2,41,5,1,52.9999,4,16.8142,17.5221,19.292,37.1681,491.24,"Old_Female_CTR","Old_CTR","Old_Female","Old","Female_CTR","Female","CTR"
78,4,2,1,2,128.3,1,0,0,0,9.59999,10.4,29.8,16.7,539.162,"Old_Female_CTR","Old_CTR","Old_Female","Old","Female_CTR","Female","CTR"
78,5,2,1,2,18.2,3,1,35.3,7,0,12.3,2.7,20.3,268.76,"Old_Female_CTR","Old_CTR","Old_Female","Old","Female_CTR","Female","CTR"
78,6,2,1,2,17.4,3,0,0,19,34.7,16.9,26,46.9,1655.77,"Old_Female_CTR","Old_CTR","Old_Female","Old","Female_CTR","Female","CTR"
79,1,2,1,2,7.79999,35,0,0,3,2.05128,12.5275,11.3553,63.8828,785.228,"Old_Female_CTR","Old_CTR","Old_Female","Old","Female_CTR","Female","CTR"
79,2,2,1,2,8.19999,16,4,12.2,14,14.4603,0.407331,9.06314,59.0631,1013.58,"Old_Female_CTR","Old_CTR","Old_Female","Old","Female_CTR","Female","CTR"
79,3,2,1,2,3.9,1,1,11.7,0,0,0,6.17977,59.5506,70.6531,"Old_Female_CTR","Old_CTR","Old_Female","Old","Female_CTR","Female","CTR"
79,4,2,1,2,34.8,1,1,43.8,3,10.2,16.7,4,12.9,322.425,"Old_Female_CTR","Old_CTR","Old_Female","Old","Female_CTR","Female","CTR"
79,5,2,1,2,8.09999,1,1,14.1,2,0.899998,0,6.39999,8.09999,200.785,"Old_Female_CTR","Old_CTR","Old_Female","Old","Female_CTR","Female","CTR"
79,6,2,1,2,9.79999,7,0,0,30,24.3,17.7,26.4,54.3999,1504.51,"Old_Female_CTR","Old_CTR","Old_Female","Old","Female_CTR","Female","CTR"
80,1,1,1,1,0,1,1,1.8,0,13.9706,8.08824,4.41177,25.7353,286.427,"Mid_Male_CTR","Mid_CTR","Mid_Male","Mid","Male_CTR","Male","CTR"
80,2,1,1,1,125.8,3,2,127.2,18,6.72805,32.5071,33.5694,23.5127,2040.81,"Mid_Male_CTR","Mid_CTR","Mid_Male","Mid","Male_CTR","Male","CTR"
80,3,1,1,1,36.8,1,1,37,5,20.2765,26.4977,22.8111,14.977,580.289,"Mid_Male_CTR","Mid_CTR","Mid_Male","Mid","Male_CTR","Male","CTR"
80,4,1,1,1,17.2,2,1,17.6,1,4.9,2.6,1.5,8.09999,177.733,"Mid_Male_CTR","Mid_CTR","Mid_Male","Mid","Male_CTR","Male","CTR"
80,5,1,1,1,13.8,3,1,19.1,1,7.19999,3.7,0.499999,9.19999,346.625,"Mid_Male_CTR","Mid_CTR","Mid_Male","Mid","Male_CTR","Male","CTR"
80,6,1,1,1,0,0,0,0,10,22.3,26.2,36.4,41.5,2019.81,"Mid_Male_CTR","Mid_CTR","Mid_Male","Mid","Male_CTR","Male","CTR"
81,1,1,2,1,79.3999,3,1,91.4999,2,15.3226,16.3306,18.75,38.5081,943.928,"Mid_Male_ISF","Mid_ISF","Mid_Male","Mid","Male_ISF","Male","ISF"
81,2,1,2,1,24.7,4,2,29,3,7.44681,20.2128,5.85106,24.4681,488.858,"Mid_Male_ISF","Mid_ISF","Mid_Male","Mid","Male_ISF","Male","ISF"
81,3,1,2,1,0,1,1,2.1,0,0,0,0,52.7472,76.2482,"Mid_Male_ISF","Mid_ISF","Mid_Male","Mid","Male_ISF","Male","ISF"
81,4,1,2,1,2.4,2,1,2.8,1,0.399998,0,0.2,5.8,354.182,"Mid_Male_ISF","Mid_ISF","Mid_Male","Mid","Male_ISF","Male","ISF"
81,5,1,2,1,0,2,1,0.999999,1,0.3,0,0,3.9,198.503,"Mid_Male_ISF","Mid_ISF","Mid_Male","Mid","Male_ISF","Male","ISF"
81,6,1,2,1,17.5,1,0,0,19,48.4999,23.6,14.5,38.6,1582.84,"Mid_Male_ISF","Mid_ISF","Mid_Male","Mid","Male_ISF","Male","ISF"
82,1,2,2,1,0,0,0,0,8,29.6474,23.8782,20.3526,17.3878,1630.34,"Mid_Female_ISF","Mid_ISF","Mid_Female","Mid","Female_ISF","Female","ISF"
82,2,2,2,1,0.899999,1,1,3.8,0,0,0,0,49.1379,153.158,"Mid_Female_ISF","Mid_ISF","Mid_Female","Mid","Female_ISF","Female","ISF"
82,3,2,2,1,12.1,1,1,13.4,0,8.57143,18.2857,0,49.7143,144.842,"Mid_Female_ISF","Mid_ISF","Mid_Female","Mid","Female_ISF","Female","ISF"
82,4,2,2,1,0,0,0,0,2,0.1,0.199999,0,0.1,116.098,"Mid_Female_ISF","Mid_ISF","Mid_Female","Mid","Female_ISF","Female","ISF"
82,5,2,2,1,9.39999,2,1,10.3,2,0.3,3.49999,4.8,9.79999,573.701,"Mid_Female_ISF","Mid_ISF","Mid_Female","Mid","Female_ISF","Female","ISF"
82,6,2,2,1,8.79999,8,0,0,27,22.3,42.7,22,40.3,1936.79,"Mid_Female_ISF","Mid_ISF","Mid_Female","Mid","Female_ISF","Female","ISF"
89,1,2,1,3,68.1,1,1,73.7,22,8.4,32.83,22.28,25.62,1069.99,"Young_Female_CTR","Young_CTR","Young_Female","Young","Female_CTR","Female","CTR"
89,2,2,1,3,2.9,2,1,4.6,2,6.67,26.67,0,21.96,265.48,"Young_Female_CTR","Young_CTR","Young_Female","Young","Female_CTR","Female","CTR"
89,3,2,1,3,22.1,1,1,22.9,6,17.62,18.11,23.82,17.87,487.86,"Young_Female_CTR","Young_CTR","Young_Female","Young","Female_CTR","Female","CTR"
89,4,2,1,3,42.3,1,1,46.4,15,19.49,18.23,22.19,20.6,1031.53,"Young_Female_CTR","Young_CTR","Young_Female","Young","Female_CTR","Female","CTR"
89,5,2,1,3,32.5,2,1,32.8,2,27.64,4.27,21.14,24.59,909.89,"Young_Female_CTR","Young_CTR","Young_Female","Young","Female_CTR","Female","CTR"
89,6,2,1,3,117.2,9,0,0,12,13.09,17.7,20.91,41.15,1855.22,"Young_Female_CTR","Young_CTR","Young_Female","Young","Female_CTR","Female","CTR"
90,1,2,1,3,93.9,2,1,102.7,21,26.19,21.86,29.14,13.18,1166.18,"Young_Female_CTR","Young_CTR","Young_Female","Young","Female_CTR","Female","CTR"
90,2,2,1,3,3.6,1,1,3.9,1,7.94,0,15.08,39.68,396.32,"Young_Female_CTR","Young_CTR","Young_Female","Young","Female_CTR","Female","CTR"
90,3,2,1,3,19.1,3,1,19.4,4,39.25,0,0,41.98,435.75,"Young_Female_CTR","Young_CTR","Young_Female","Young","Female_CTR","Female","CTR"
90,4,2,1,3,27.5,1,1,29.2,3,19.29,20.47,5.88,39.29,593.74,"Young_Female_CTR","Young_CTR","Young_Female","Young","Female_CTR","Female","CTR"
90,5,2,1,3,12.9,2,1,21,4,27.79,11.74,1.96,29.75,457.24,"Young_Female_CTR","Young_CTR","Young_Female","Young","Female_CTR","Female","CTR"
90,6,2,1,3,11.3,10,1,126.5,14,16,15.06,15.94,43.89,1583.27,"Young_Female_CTR","Young_CTR","Young_Female","Young","Female_CTR","Female","CTR"
91,1,2,1,3,14.1,6,1,120.2,33,15.9,17.03,33.46,28.58,1909.62,"Young_Female_CTR","Young_CTR","Young_Female","Young","Female_CTR","Female","CTR"
91,2,2,1,3,4,1,1,5.4,1,14.29,0,5.19,42.21,317.78,"Young_Female_CTR","Young_CTR","Young_Female","Young","Female_CTR","Female","CTR"
91,3,2,1,3,10.8,1,1,12.4,1,8.12,20.94,4.27,33.76,360.66,"Young_Female_CTR","Young_CTR","Young_Female","Young","Female_CTR","Female","CTR"
91,4,2,1,3,2.2,3,1,9.9,1,25.82,0.36,1.82,40.36,329.79,"Young_Female_CTR","Young_CTR","Young_Female","Young","Female_CTR","Female","CTR"
91,5,2,1,3,16.9,2,1,18.6,6,28.57,15.53,2.8,30.43,536.51,"Young_Female_CTR","Young_CTR","Young_Female","Young","Female_CTR","Female","CTR"
91,6,2,1,3,20.1,4,0,0,23,25.91,6.32,22.14,35.48,2357.56,"Young_Female_CTR","Young_CTR","Young_Female","Young","Female_CTR","Female","CTR"
92,1,1,2,3,76.3,30,1,319.1,16,7.2,11.71,9.49,70.88,1592.64,"Young_Male_ISF","Young_ISF","Young_Male","Young","Male_ISF","Male","ISF"
92,2,1,2,3,7.6,2,1,8.3,1,4.15,8.29,12.95,29.02,265.35,"Young_Male_ISF","Young_ISF","Young_Male","Young","Male_ISF","Male","ISF"
92,3,1,2,3,0,0,0,0,2,1.56,0,0.78,41.41,165.05,"Young_Male_ISF","Young_ISF","Young_Male","Young","Male_ISF","Male","ISF"
92,4,1,2,3,0,2,1,3.6,1,23.29,0,1.37,34.25,264.94,"Young_Male_ISF","Young_ISF","Young_Male","Young","Male_ISF","Male","ISF"
92,5,1,2,3,0,0,1,0,0,17.35,0,0,16.33,61.2,"Young_Male_ISF","Young_ISF","Young_Male","Young","Male_ISF","Male","ISF"
92,6,1,2,3,7,9,0,0,14,9.33,7.76,12.05,60.99,1877.03,"Young_Male_ISF","Young_ISF","Young_Male","Young","Male_ISF","Male","ISF"
93,1,1,2,3,92.3,3,1,103.3,16,12.64,18.61,29.21,33.04,1255.74,"Young_Male_ISF","Young_ISF","Young_Male","Young","Male_ISF","Male","ISF"
93,2,1,2,3,9.4,1,0,0,2,30.17,0,0,37.07,179.17,"Young_Male_ISF","Young_ISF","Young_Male","Young","Male_ISF","Male","ISF"
93,3,1,2,3,15,2,1,19.3,7,13.51,0,34.4,15.72,407.63,"Young_Male_ISF","Young_ISF","Young_Male","Young","Male_ISF","Male","ISF"
93,4,1,2,3,0,0,0,0,14,10.12,41.42,26.66,20.98,1474.1,"Young_Male_ISF","Young_ISF","Young_Male","Young","Male_ISF","Male","ISF"
93,5,1,2,3,5.2,2,1,7.1,1,9.2,0,4.91,47.85,253.43,"Young_Male_ISF","Young_ISF","Young_Male","Young","Male_ISF","Male","ISF"
93,6,1,2,3,6.9,5,0,0,6,17.82,6.73,23.67,43.95,1129.73,"Young_Male_ISF","Young_ISF","Young_Male","Young","Male_ISF","Male","ISF"
94,1,1,1,3,57.7,2,1,59.8,8,0.88,0,62.04,29.2,529.1,"Young_Male_CTR","Young_CTR","Young_Male","Young","Male_CTR","Male","CTR"
94,2,1,1,3,75.9,1,1,78.3,24,26.69,11.82,30.29,21.96,1358.38,"Young_Male_CTR","Young_CTR","Young_Male","Young","Male_CTR","Male","CTR"
94,3,1,1,3,10.7,4,2,13.9,5,5.15,1.29,30.47,33.91,312.87,"Young_Male_CTR","Young_CTR","Young_Male","Young","Male_CTR","Male","CTR"
94,4,1,1,3,44.5,2,1,52.6,15,4.97,16.99,44.55,22.6,599.04,"Young_Male_CTR","Young_CTR","Young_Male","Young","Male_CTR","Male","CTR"
94,5,1,1,3,12.5,1,1,17.6,3,11.11,2.51,30.11,34.05,331.35,"Young_Male_CTR","Young_CTR","Young_Male","Young","Male_CTR","Male","CTR"
94,6,1,1,3,3.1,5,0,0,20,27.16,22.58,9.23,38.11,1792.91,"Young_Male_CTR","Young_CTR","Young_Male","Young","Male_CTR","Male","CTR"
95,1,2,1,2,40.9,2,1,46.1,12,24.62,11.93,14.68,25.99,731,"Old_Female_CTR","Old_CTR","Old_Female","Old","Female_CTR","Female","CTR"
95,2,2,1,2,31.9,1,1,36.1,11,14.21,14.39,20.14,23.92,565.59,"Old_Female_CTR","Old_CTR","Old_Female","Old","Female_CTR","Female","CTR"
95,3,2,1,2,20.2,2,1,22.8,8,15.13,15.9,34.36,13.33,351.16,"Old_Female_CTR","Old_CTR","Old_Female","Old","Female_CTR","Female","CTR"
95,4,2,1,2,19.4,3,2,23.2,5,38.19,17.01,4.73,23.44,376.41,"Old_Female_CTR","Old_CTR","Old_Female","Old","Female_CTR","Female","CTR"
95,5,2,1,2,23,1,1,23.1,1,11.14,18.16,23.73,26.15,434.42,"Old_Female_CTR","Old_CTR","Old_Female","Old","Female_CTR","Female","CTR"
95,6,2,1,2,0,0,0,0,16,21.64,14.65,28.25,30.78,1575.25,"Old_Female_CTR","Old_CTR","Old_Female","Old","Female_CTR","Female","CTR"
96,1,2,2,2,1.2,2,1,10.8,3,3.06,1.22,0,68.2,359.93,"Old_Female_ISF","Old_ISF","Old_Female","Old","Female_ISF","Female","ISF"
96,2,2,2,2,35,2,1,43.4,8,19.13,11.36,13,28.7,663.6,"Old_Female_ISF","Old_ISF","Old_Female","Old","Female_ISF","Female","ISF"
96,3,2,2,2,14,1,1,16.3,7,33.6,15.73,11.73,15.2,366.4,"Old_Female_ISF","Old_ISF","Old_Female","Old","Female_ISF","Female","ISF"
96,4,2,2,2,28.1,37,0,0,27,14.03,15.78,26.3,38.63,1797.47,"Old_Female_ISF","Old_ISF","Old_Female","Old","Female_ISF","Female","ISF"
96,5,2,2,2,15,6,2,77.1,20,11.74,16.96,10.17,32.09,1227.07,"Old_Female_ISF","Old_ISF","Old_Female","Old","Female_ISF","Female","ISF"
96,6,2,2,2,1.6,2,0,0,12,27.86,29.05,16.68,23.76,1965.2,"Old_Female_ISF","Old_ISF","Old_Female","Old","Female_ISF","Female","ISF"
97,1,2,2,3,27.4,11,2,147.3,22,14.49,12.71,29.8,36.43,2610.62,"Young_Female_ISF","Young_ISF","Young_Female","Young","Female_ISF","Female","ISF"
97,2,2,2,3,7.3,1,1,8.8,2,9.72,4.17,0,30.56,384.01,"Young_Female_ISF","Young_ISF","Young_Female","Young","Female_ISF","Female","ISF"
97,3,2,2,3,0.9,2,1,2,1,5.26,1.97,1.32,26.97,239.4,"Young_Female_ISF","Young_ISF","Young_Female","Young","Female_ISF","Female","ISF"
97,4,2,2,3,28.7,2,1,37.9,3,4.77,10.73,4.94,50.77,628.71,"Young_Female_ISF","Young_ISF","Young_Female","Young","Female_ISF","Female","ISF"
97,5,2,2,3,26,4,1,33.1,7,23.03,0.45,15.3,17.42,566.93,"Young_Female_ISF","Young_ISF","Young_Female","Young","Female_ISF","Female","ISF"
97,6,2,2,3,14.1,5,0,0,8,19.75,19.97,19.3,31.67,1630.14,"Young_Female_ISF","Young_ISF","Young_Female","Young","Female_ISF","Female","ISF"
98,1,2,2,3,68.9,1,1,72.1,9,10.53,4.32,53.66,21.84,858.69,"Young_Female_ISF","Young_ISF","Young_Female","Young","Female_ISF","Female","ISF"
98,2,2,2,3,21.5,1,1,22.1,2,11.33,20.22,6,23.11,487.57,"Young_Female_ISF","Young_ISF","Young_Female","Young","Female_ISF","Female","ISF"
98,3,2,2,3,41,3,1,43.6,11,40,15.3,15,11.52,683,"Young_Female_ISF","Young_ISF","Young_Female","Young","Female_ISF","Female","ISF"
98,4,2,2,3,27.1,2,1,35.6,11,15.81,13.97,5.15,37.32,963.55,"Young_Female_ISF","Young_ISF","Young_Female","Young","Female_ISF","Female","ISF"
98,5,2,2,3,6.8,3,1,10.1,0,9.57,2.97,1.98,34.65,381.86,"Young_Female_ISF","Young_ISF","Young_Female","Young","Female_ISF","Female","ISF"
98,6,2,2,3,7.4,4,0,0,31,15.76,20.73,28.4,26.4,1718.85,"Young_Female_ISF","Young_ISF","Young_Female","Young","Female_ISF","Female","ISF"
99,1,1,2,3,43.7,3,1,49.2,13,1.39,0.56,57.78,14.31,615.89,"Young_Male_ISF","Young_ISF","Young_Male","Young","Male_ISF","Male","ISF"
99,2,1,2,3,11.6,3,1,14,5,0.28,3.61,22.78,24.17,321.12,"Young_Male_ISF","Young_ISF","Young_Male","Young","Male_ISF","Male","ISF"
99,3,1,2,3,12.5,1,1,13,1,2.52,1.4,0.28,44.26,250.17,"Young_Male_ISF","Young_ISF","Young_Male","Young","Male_ISF","Male","ISF"
99,4,1,2,3,16.2,5,1,32.4,6,13.55,19.92,13.94,36.06,495.21,"Young_Male_ISF","Young_ISF","Young_Male","Young","Male_ISF","Male","ISF"
99,5,1,2,3,18.1,3,1,22,9,10.12,17.04,14.32,23.7,674.3,"Young_Male_ISF","Young_ISF","Young_Male","Young","Male_ISF","Male","ISF"
99,6,1,2,3,8.8,7,0,0,30,9.27,22.63,25.22,36.49,1826.67,"Young_Male_ISF","Young_ISF","Young_Male","Young","Male_ISF","Male","ISF"
100,1,1,1,3,38.2,1,1,39.9,10,15.67,0.17,57,13.83,364.64,"Young_Male_CTR","Young_CTR","Young_Male","Young","Male_CTR","Male","CTR"
100,2,1,1,3,0,0,0,0,0,100,0,0,0,9.52,"Young_Male_CTR","Young_CTR","Young_Male","Young","Male_CTR","Male","CTR"
100,3,1,1,3,17,1,1,17.3,1,11.44,25.51,4.99,29.03,403.03,"Young_Male_CTR","Young_CTR","Young_Male","Young","Male_CTR","Male","CTR"
100,4,1,1,3,5,1,1,5.2,0,3.56,1.58,0.4,31.23,296.98,"Young_Male_CTR","Young_CTR","Young_Male","Young","Male_CTR","Male","CTR"
100,5,1,1,3,22.7,1,1,22.8,8,16.16,17.69,11.35,16.38,506.24,"Young_Male_CTR","Young_CTR","Young_Male","Young","Male_CTR","Male","CTR"
100,6,1,1,3,2.6,11,0,0,30,24.11,11.7,16.68,46.74,2042.18,"Young_Male_CTR","Young_CTR","Young_Male","Young","Male_CTR","Male","CTR"
