ID,PRE_POST,Mean,Variance,MESOR,Amplitude,Phase,Period,F,p,IS,IV,RA,source,sensor_flag,pct_zero,longest_zero_run_hours
60,POST,3.6805893484725596,7.8446567411310415,3.66963027616449,2.2261919610432317,330.95803110095267,24.0,284.71501308186043,2.4190300203320486e-102,0.39001801354990473,0.7206493888825626,0.49075328385016537,60,True,10.71,20.0
61,PRE,1.555246913580247,6.024421849159649,1.543765671468583,0.2308779780426383,52.00855644062031,24.0,0.23431475718835343,0.7915253136976672,0.11223186470518044,0.3118944878581444,0.6648858669256921,61,True,63.89,69.0
61,POST,3.6805893484725596,7.8446567411310415,3.66963027616449,2.2261919610432317,330.95803110095267,24.0,284.71501308186043,2.4190300203320486e-102,0.39001801354990473,0.7206493888825626,0.49075328385016537,61,True,10.71,20.0
62,PRE,1.555246913580247,6.024421849159649,1.543765671468583,0.2308779780426383,52.00855644062031,24.0,0.23431475718835343,0.7915253136976672,0.11223186470518044,0.3118944878581444,0.6648858669256921,62,True,63.89,69.0
62,POST,3.6805893484725596,7.8446567411310415,3.66963027616449,2.2261919610432317,330.95803110095267,24.0,284.71501308186043,2.4190300203320486e-102,0.39001801354990473,0.7206493888825626,0.49075328385016537,62,True,10.71,20.0
63,PRE,0.09089506172839508,0.0016998144302142228,0.090981535312118,0.0013422305552020898,252.75670841888223,24.0,0.027863278782831007,0.9725285102457399,0.3041881488805707,2.238730805401809,0.08274231678486998,63,False,0.0,0.0
63,POST,3.2118680724520137,7.7508745467945594,3.20336595135483,1.8254677983077825,335.7737412608579,24.0,168.72001537321225,1.7750849037662199e-65,0.27296300762675696,0.8057663675632837,0.5053805638748317,63,True,2.76,22.0
64,PRE,1.3421504724369662e-06,1.0921292108396551e-07,1.3421504724369809e-06,5.57677208060289e-07,220.1321948413342,24.0,0.15028815264682316,0.8604600889072738,9.719574578272909e-05,1.8072672854307201,1.0,64,True,100.0,210970.0
64,POST,2.53294133549608,8.375093415837789,2.5233328166610924,2.0242917931757876,334.22310849780166,24.0,199.59795275901286,8.473404049907317e-76,0.3022964399108971,1.0210872421750399,0.6525589603722118,64,True,25.55,73.0
65,PRE,0.09089506172839508,0.0016998144302142228,0.090981535312118,0.0013422305552020898,252.75670841888223,24.0,0.027863278782831007,0.9725285102457399,0.3041881488805707,2.238730805401809,0.08274231678486998,65,False,0.0,0.0
65,POST,2.8363317125877905,7.192517811477953,2.828960484224312,1.5968871920924301,332.17094481353416,24.0,132.7905249454179,6.020502906230792e-53,0.24039375916312797,0.6808112631563601,0.5147432447291816,65,True,3.65,24.0
66,PRE,0.003395061728395062,0.0006633398715434019,0.003524976955053898,0.0066954224587759134,203.37437572792044,24.0,1.8523410779843994,0.1619589856860908,0.23516914528517727,1.807354142833796,1.0,66,True,98.15,69.0
66,POST,2.046634225466342,4.823997726219442,2.0402688947842225,1.3444355406040278,334.43606527781515,24.0,142.05235184246433,3.131552742982063e-56,0.3135496871107503,0.9302242634608329,0.584967240665416,66,True,23.84,84.0
67,PRE,2.7008474576271193,6.3368527177089415,2.8093653549280537,1.950975563290763,334.402483235592,24.0,12.021363717469303,4.531606102221944e-05,0.5699897090319538,1.087259187454321,0.6720512039012496,67,False,8.47,1.0
67,POST,4.9943977591036415,7.759737017548451,4.982139504432638,2.0635789057442993,280.9948149455595,24.0,201.7334381852028,4.767460607143216e-75,0.38726974700550726,0.7381054244045425,0.3725248258924863,67,False,3.73,4.0
68,PRE,3.1790960451977397,9.055178095980256,3.4357180413232737,2.458469925568246,305.8264990988685,24.0,14.035924812043254,1.1456392752544652e-05,0.9226424733295553,1.0272714687035656,0.7258582366016301,68,False,1.69,1.0
68,POST,2.920759414877062,8.000607584743832,2.9063955276537765,2.292835014518835,273.5730294682225,24.0,260.8272448944812,5.77278316865327e-93,0.5030682707178594,0.8669098253939129,0.709209388922136,68,True,8.22,20.0
69,PRE,2.0946327683615817,5.025377784271705,2.275977173436736,1.921891400214575,312.86827025875345,24.0,16.279408321594715,2.6716171615795076e-06,0.6960407253796014,1.1464372413370891,0.6651982378854626,69,False,13.56,3.0
69,POST,2.670557111733582,4.775877373656281,2.6597803701357616,1.7850728051277205,279.00794958473335,24.0,266.9836173471443,9.375857036796948e-95,0.4849726833982393,0.8822835973546276,0.61072988147224,69,True,10.27,24.0
70,PRE,3.2740112994350286,14.850021754659394,3.5453619331225408,3.2910432568602155,320.1753723477488,24.0,16.08008329340091,3.031359863196608e-06,0.8532673387876811,0.6874253361025013,0.7451150673035172,70,False,3.39,2.0
70,POST,3.2449424214130094,10.211571229807255,3.2298358980962343,2.525113674356544,280.14672056961615,24.0,242.12301950932232,1.923577722253359e-87,0.43591744076189926,0.783825937333947,0.7024207312675779,70,True,13.54,28.0
71,PRE,0.006485299250782253,0.03708505716652637,0.006485299250782255,0.0029391719477822823,149.51155022109086,24.0,12.458699692412225,3.886606613916032e-06,0.0001806009187629805,0.19809689397191102,0.42737547090832995,71,True,99.84,213567.0
71,POST,2.8691098661686896,8.250501553754074,2.859372535279087,1.554764285019948,273.62157222935866,24.0,91.52806595906503,2.0475755313627626e-37,0.23564603256724534,0.4353671799549944,0.512263989308844,71,True,31.75,286.0
72,PRE,1.4967447916666667,3.07838608308727,1.5387922580207476,1.102080470740384,290.10452864195474,24.0,15.496723097556131,9.721399188289009e-07,0.3273148791239536,1.0568931412084908,0.6709387665680798,72,True,22.66,23.0
72,POST,1.2389895661724326,1.9523963034542957,1.2325108706307213,1.0830284519910562,273.5853775650837,24.0,259.7107710951696,1.3892977341089215e-94,0.39522308638945336,0.8022284972760654,0.7357383971743974,72,True,20.26,48.0
